order_item_id,order_id,product_id,quantity,unit_price,total_price
349,4910,160,8,524.39,4195.12
350,868,125,5,1197.53,5987.65
351,4209,98,3,180.0,540.0
352,2988,213,9,171.46,1543.14
353,174,56,2,1005.85,2011.7
354,4733,64,7,2100.9,14706.3
355,1560,134,10,110.88,1108.8
356,4128,202,8,93.31,746.48
357,4593,234,2,76.5,153.0
358,2243,87,1,2959.42,2959.42
359,4624,86,3,200.0,600.0
360,2489,171,8,159.51,1276.08
361,1513,65,4,116.11,464.44
362,2772,50,5,86.05,430.25
363,1644,224,9,2101.12,18910.08
364,24,229,4,180.0,720.0
365,2338,86,9,200.0,1800.0
366,2944,94,6,989.11,5934.66
367,4400,191,7,157.02,1099.14
368,4727,234,8,76.5,612.0
369,1717,211,10,1220.52,12205.2
370,4134,243,10,98.66,986.6
371,745,208,1,315.34,315.34
372,4178,132,9,200.0,1800.0
373,50,221,2,165.94,331.88
374,3050,72,3,120.0,360.0
375,2743,143,1,225.47,225.47
376,3890,130,10,132.92,1329.2
377,1623,115,3,200.0,600.0
378,3398,188,2,2097.81,4195.62
379,1788,226,7,182.34,1276.38
380,3356,107,7,685.62,4799.34
381,1014,78,6,120.0,720.0
382,154,132,10,200.0,2000.0
383,2902,228,4,1229.62,4918.48
384,2315,178,3,300.0,900.0
385,3457,182,7,975.0,6825.0
386,2303,164,3,84.9,254.7
387,4267,83,9,504.0,4536.0
388,4014,174,10,1178.06,11780.6
389,617,127,8,258.47,2067.76
390,3050,68,7,206.13,1442.91
391,4644,137,2,210.59,421.18
392,1926,217,10,1681.75,16817.5
393,2458,130,3,132.92,398.76
394,1612,243,8,98.66,789.28
395,4242,144,3,504.52,1513.56
396,3110,241,8,120.0,960.0
397,2538,121,4,158.19,632.76
398,4358,194,5,306.71,1533.55
399,1628,87,9,2959.42,26634.78
400,4441,220,10,177.87,1778.7
401,1999,89,2,208.44,416.88
402,2927,222,3,305.74,917.22
403,1132,217,1,1681.75,1681.75
404,1993,248,8,1650.28,13202.24
405,514,169,9,1908.92,17180.28
406,713,137,10,210.59,2105.9
407,3162,139,9,143.08,1287.72
408,215,79,3,181.74,545.22
409,604,212,5,104.69,523.45
410,3770,243,9,98.66,887.94
411,4868,221,5,165.94,829.7
412,670,181,1,300.0,300.0
413,1081,241,1,120.0,120.0
414,4655,182,4,975.0,3900.0
415,1426,225,7,300.0,2100.0
416,2270,115,7,200.0,1400.0
417,475,144,7,504.52,3531.64
418,1132,76,6,180.0,1080.0
419,863,201,1,137.0,137.0
420,812,105,3,135.41,406.23
421,4273,94,5,989.11,4945.55
422,487,117,4,82.71,330.84
423,692,205,4,126.31,505.24
424,3109,54,9,405.91,3653.19
425,2623,157,7,800.0,5600.0
426,268,96,9,236.57,2129.13
427,785,182,7,975.0,6825.0
428,3874,54,10,405.91,4059.1
429,2972,225,3,300.0,900.0
430,2402,170,10,126.43,1264.3
431,4910,122,4,200.0,800.0
432,3342,96,9,236.57,2129.13
433,3072,239,1,563.54,563.54
434,2317,204,3,78.16,234.48
435,1202,53,4,272.24,1088.96
436,277,226,4,182.34,729.36
437,307,140,7,120.0,840.0
438,631,114,4,61.9,247.6
439,2586,145,10,98.38,983.8
440,1138,129,8,962.56,7700.48
441,2182,136,1,855.93,855.93
442,1714,110,3,1049.02,3147.06
443,1049,197,10,578.36,5783.6
444,1584,149,10,120.0,1200.0
445,3352,168,6,292.77,1756.62
446,4909,158,3,278.02,834.06
447,1835,185,8,1384.68,11077.44
448,952,131,7,272.23,1905.61
449,2033,62,5,471.39,2356.95
450,1225,214,2,422.09,844.18
451,33,92,5,2549.04,12745.2
452,97,141,9,195.48,1759.32
453,4359,233,5,955.41,4777.05
454,3142,227,3,547.09,1641.27
455,2778,69,7,1559.31,10915.17
456,3279,97,3,1122.42,3367.26
457,172,149,8,120.0,960.0
458,4854,68,5,206.13,1030.65
459,901,118,5,1531.08,7655.4
460,4367,66,6,120.0,720.0
461,742,205,10,126.31,1263.1
462,2615,85,6,1442.27,8653.62
463,1923,215,3,1924.02,5772.06
464,2698,131,7,272.23,1905.61
465,391,119,9,1099.59,9896.31
466,959,165,1,451.83,451.83
467,4671,203,4,166.41,665.64
468,344,50,4,86.05,344.2
469,3482,130,1,132.92,132.92
470,1570,179,6,206.88,1241.28
471,456,213,2,171.46,342.92
472,444,233,6,955.41,5732.46
473,4293,84,1,1133.92,1133.92
474,2916,176,10,188.3,1883.0
475,2411,76,5,180.0,900.0
476,3482,244,6,115.57,693.42
477,1418,233,10,955.41,9554.1
478,671,95,2,172.18,344.36
479,2285,197,1,578.36,578.36
480,4557,57,7,1709.37,11965.59
481,100,142,1,318.82,318.82
482,2788,121,7,158.19,1107.33
483,408,163,1,46.33,46.33
484,978,140,9,120.0,1080.0
485,2799,75,5,1254.27,6271.35
486,143,152,6,129.83,778.98
487,3077,111,7,179.96,1259.72
488,720,143,1,225.47,225.47
489,1460,210,8,62.23,497.84
490,418,110,6,1049.02,6294.12
491,1105,197,2,578.36,1156.72
492,545,117,1,82.71,82.71
493,3289,78,1,120.0,120.0
494,773,95,4,172.18,688.72
495,1694,214,3,422.09,1266.27
496,1069,150,6,106.47,638.82
497,3704,139,10,143.08,1430.8
498,4224,230,8,118.96,951.68
499,1574,182,1,975.0,975.0
500,4973,137,7,210.59,1474.13
501,3794,176,8,188.3,1506.4
502,2654,156,5,1205.35,6026.75
503,541,115,8,200.0,1600.0
504,2212,192,1,193.9,193.9
505,2697,95,2,172.18,344.36
506,1559,234,4,76.5,306.0
507,131,57,1,1709.37,1709.37
508,2744,214,5,422.09,2110.45
509,4600,150,10,106.47,1064.7
510,3821,234,3,76.5,229.5
511,2232,191,2,157.02,314.04
512,826,182,7,975.0,6825.0
513,2719,122,2,200.0,400.0
514,1023,172,9,1927.62,17348.58
515,2602,92,6,2549.04,15294.24
516,4227,226,8,182.34,1458.72
517,697,172,3,1927.62,5782.86
518,1038,221,5,165.94,829.7
519,814,233,3,955.41,2866.23
520,3838,97,9,1122.42,10101.78
521,659,207,1,176.5,176.5
522,2428,210,8,62.23,497.84
523,1084,214,6,422.09,2532.54
524,2975,227,7,547.09,3829.63
525,1184,56,2,1005.85,2011.7
526,2625,244,7,115.57,808.99
527,2733,220,1,177.87,177.87
528,1998,89,7,208.44,1459.08
529,2012,81,8,770.0,6160.0
530,1249,154,2,1180.22,2360.44
531,3737,232,10,1474.3,14743.0
532,2414,143,2,225.47,450.94
533,4344,160,3,524.39,1573.17
534,12,138,10,1619.87,16198.7
535,2011,126,4,141.19,564.76
536,3608,58,8,128.71,1029.68
537,737,186,3,261.6,784.8
538,510,113,6,109.15,654.9
539,1269,222,10,305.74,3057.4
540,4267,140,8,120.0,960.0
541,4817,238,10,204.45,2044.5
542,3043,144,2,504.52,1009.04
543,4911,247,4,71.01,284.04
544,1059,142,1,318.82,318.82
545,4301,143,8,225.47,1803.76
546,890,215,1,1924.02,1924.02
547,2953,223,9,1128.48,10156.32
548,3338,173,6,150.55,903.3
549,3682,119,3,1099.59,3298.77
550,2745,152,8,129.83,1038.64
551,4846,113,2,109.15,218.3
552,1509,144,3,504.52,1513.56
553,3338,212,7,104.69,732.83
554,3034,61,1,67.58,67.58
555,1768,97,9,1122.42,10101.78
556,1133,112,10,96.87,968.7
557,1202,222,9,305.74,2751.66
558,249,55,3,1736.62,5209.86
559,1896,94,4,989.11,3956.44
560,230,139,2,143.08,286.16
561,2676,150,10,106.47,1064.7
562,1285,209,1,1372.52,1372.52
563,2876,245,8,1433.1,11464.8
564,321,153,9,718.73,6468.57
565,28,180,9,138.4,1245.6
566,2899,176,10,188.3,1883.0
567,510,179,5,206.88,1034.4
568,641,69,5,1559.31,7796.55
569,4637,88,5,2094.34,10471.7
570,3251,189,6,1222.15,7332.9
571,3748,238,4,204.45,817.8
572,2720,85,2,1442.27,2884.54
573,3904,141,2,195.48,390.96
574,1312,58,6,128.71,772.26
575,3337,93,5,125.16,625.8
576,1491,124,4,2883.5,11534.0
577,1419,102,6,150.31,901.86
578,1459,79,4,181.74,726.96
579,3460,164,10,84.9,849.0
580,4905,115,4,200.0,800.0
581,2568,87,6,2959.42,17756.52
582,1338,87,4,2959.42,11837.68
583,3693,210,9,62.23,560.07
584,4610,248,7,1650.28,11551.96
585,3082,104,6,1078.47,6470.82
586,347,125,3,1197.53,3592.59
587,117,165,4,451.83,1807.32
588,2459,134,2,110.88,221.76
589,1421,72,3,120.0,360.0
590,1855,247,1,71.01,71.01
591,3083,191,9,157.02,1413.18
592,1632,145,10,98.38,983.8
593,2000,98,3,180.0,540.0
594,2146,162,8,150.07,1200.56
595,4378,163,4,46.33,185.32
596,807,94,8,989.11,7912.88
597,1692,204,7,78.16,547.12
598,2705,145,4,98.38,393.52
599,3436,244,7,115.57,808.99
600,211,98,8,180.0,1440.0
601,1691,51,10,125.78,1257.8
602,1778,237,3,153.8,461.4
603,3148,243,5,98.66,493.3
604,2500,152,3,129.83,389.49
605,687,108,7,1476.36,10334.52
606,2671,109,6,2085.93,12515.58
607,930,71,1,385.81,385.81
608,4114,138,10,1619.87,16198.7
609,1315,155,5,298.27,1491.35
610,2834,223,4,1128.48,4513.92
611,1774,102,2,150.31,300.62
612,2246,68,1,206.13,206.13
613,1186,98,7,180.0,1260.0
614,2465,66,7,120.0,840.0
615,384,176,6,188.3,1129.8
616,4991,204,5,78.16,390.8
617,3924,68,9,206.13,1855.17
618,1522,79,2,181.74,363.48
619,980,127,3,258.47,775.41
620,4178,223,9,1128.48,10156.32
621,3611,155,2,298.27,596.54
622,3271,113,3,109.15,327.45
623,1954,81,6,770.0,4620.0
624,1485,230,10,118.96,1189.6
625,884,200,7,258.56,1809.92
626,2528,85,2,1442.27,2884.54
627,4824,59,8,154.29,1234.32
628,124,108,9,1476.36,13287.24
629,526,151,1,180.0,180.0
630,2087,167,6,100.84,605.04
631,2156,206,4,173.37,693.48
632,1377,60,10,190.3,1903.0
633,4407,215,10,1924.02,19240.2
634,3462,128,5,142.27,711.35
635,4136,209,6,1372.52,8235.12
636,4877,140,6,120.0,720.0
637,581,151,7,180.0,1260.0
638,1994,229,9,180.0,1620.0
639,4526,178,4,300.0,1200.0
640,3936,63,9,990.3,8912.7
641,457,180,1,138.4,138.4
642,2801,79,9,181.74,1635.66
643,1452,208,8,315.34,2522.72
644,204,178,2,300.0,600.0
645,2827,223,7,1128.48,7899.36
646,4214,191,7,157.02,1099.14
647,1853,213,2,171.46,342.92
648,3466,223,8,1128.48,9027.84
649,4046,232,6,1474.3,8845.8
650,4993,213,6,171.46,1028.76
651,2444,220,5,177.87,889.35
652,2053,154,8,1180.22,9441.76
653,4604,92,10,2549.04,25490.4
654,2193,192,9,193.9,1745.1
655,2710,87,5,2959.42,14797.1
656,1183,138,1,1619.87,1619.87
657,2829,93,6,125.16,750.96
658,959,158,1,278.02,278.02
659,4075,104,5,1078.47,5392.35
660,2059,104,6,1078.47,6470.82
661,69,127,3,258.47,775.41
662,1638,235,1,103.56,103.56
663,202,156,2,1205.35,2410.7
664,266,106,3,152.29,456.87
665,3126,233,3,955.41,2866.23
666,239,179,2,206.88,413.76
667,291,173,6,150.55,903.3
668,3395,211,7,1220.52,8543.64
669,1809,98,5,180.0,900.0
670,2090,113,7,109.15,764.05
671,955,136,3,855.93,2567.79
672,4729,185,5,1384.68,6923.4
673,1931,118,3,1531.08,4593.24
674,4081,235,4,103.56,414.24
675,284,220,6,177.87,1067.22
676,807,111,4,179.96,719.84
677,1907,170,4,126.43,505.72
678,2677,101,7,248.5,1739.5
679,3572,82,6,2325.76,13954.56
680,4672,69,1,1559.31,1559.31
681,3760,236,8,2177.26,17418.08
682,4070,237,1,153.8,153.8
683,1619,240,9,167.69,1509.21
684,4907,161,4,78.03,312.12
685,809,233,7,955.41,6687.87
686,3787,86,5,200.0,1000.0
687,942,237,10,153.8,1538.0
688,40,155,3,298.27,894.81
689,1339,154,8,1180.22,9441.76
690,4653,100,10,1359.23,13592.3
691,1322,78,2,120.0,240.0
692,1655,186,10,261.6,2616.0
693,3069,135,3,130.64,391.92
694,4739,89,5,208.44,1042.2
695,395,245,5,1433.1,7165.5
696,792,220,5,177.87,889.35
697,3634,149,7,120.0,840.0
698,1945,72,8,120.0,960.0
699,744,152,8,129.83,1038.64
700,4373,57,3,1709.37,5128.11
701,194,123,8,2653.9,21231.2
702,4275,113,10,109.15,1091.5
703,3898,200,2,258.56,517.12
704,218,142,4,318.82,1275.28
705,3583,169,2,1908.92,3817.84
706,4653,158,5,278.02,1390.1
707,3491,145,3,98.38,295.14
708,2816,233,10,955.41,9554.1
709,3904,191,10,157.02,1570.2
710,3924,129,3,962.56,2887.68
711,1786,152,5,129.83,649.15
712,4173,66,4,120.0,480.0
713,4695,69,6,1559.31,9355.86
714,3834,164,5,84.9,424.5
715,1183,61,10,67.58,675.8
716,524,173,5,150.55,752.75
717,3297,171,3,159.51,478.53
718,4480,121,4,158.19,632.76
719,369,218,3,107.92,323.76
720,4384,134,3,110.88,332.64
721,399,209,10,1372.52,13725.2
722,2152,214,9,422.09,3798.81
723,3881,159,10,120.0,1200.0
724,127,67,6,110.28,661.68
725,2088,78,10,120.0,1200.0
726,3144,184,2,1227.35,2454.7
727,1771,89,1,208.44,208.44
728,4054,150,3,106.47,319.41
729,247,169,3,1908.92,5726.76
730,3319,183,4,120.0,480.0
731,2082,197,4,578.36,2313.44
732,2058,104,5,1078.47,5392.35
733,2990,233,4,955.41,3821.64
734,3598,122,2,200.0,400.0
735,340,230,1,118.96,118.96
736,2729,249,10,635.04,6350.4
737,1592,137,7,210.59,1474.13
738,3162,174,9,1178.06,10602.54
739,1309,210,9,62.23,560.07
740,4630,71,1,385.81,385.81
741,3339,99,9,969.54,8725.86
742,4905,76,1,180.0,180.0
743,2699,97,1,1122.42,1122.42
744,3124,115,2,200.0,400.0
745,2298,190,10,113.88,1138.8
746,2054,179,6,206.88,1241.28
747,4945,95,9,172.18,1549.62
748,1510,120,5,163.07,815.35
749,3808,177,9,205.88,1852.92
750,13,60,9,190.3,1712.7
751,4035,75,8,1254.27,10034.16
752,1581,240,7,167.69,1173.83
753,3434,98,3,180.0,540.0
754,4634,112,10,96.87,968.7
755,2052,70,3,60.12,180.36
756,3877,226,4,182.34,729.36
757,4818,128,9,142.27,1280.43
758,1824,129,3,962.56,2887.68
759,3431,58,8,128.71,1029.68
760,2741,198,8,178.51,1428.08
761,1789,230,6,118.96,713.76
762,1953,165,2,451.83,903.66
763,2705,169,6,1908.92,11453.52
764,952,104,4,1078.47,4313.88
765,4724,90,7,120.0,840.0
766,3421,55,1,1736.62,1736.62
767,3028,50,3,86.05,258.15
768,3102,144,8,504.52,4036.16
769,3961,241,1,120.0,120.0
770,3589,182,10,975.0,9750.0
771,3846,75,3,1254.27,3762.81
772,1148,50,3,86.05,258.15
773,3518,50,8,86.05,688.4
774,3059,142,1,318.82,318.82
775,1418,87,10,2959.42,29594.2
776,3910,90,5,120.0,600.0
777,4746,205,7,126.31,884.17
778,3690,182,4,975.0,3900.0
779,2773,198,10,178.51,1785.1
780,4908,112,3,96.87,290.61
781,2829,135,10,130.64,1306.4
782,2170,133,6,161.86,971.16
783,2250,189,5,1222.15,6110.75
784,3859,183,2,120.0,240.0
785,1626,206,6,173.37,1040.22
786,2750,158,3,278.02,834.06
787,2606,153,9,718.73,6468.57
788,1848,238,3,204.45,613.35
789,579,84,9,1133.92,10205.28
790,1137,124,6,2883.5,17301.0
